"","ds","dep_var","trend","season","holiday","competitor_sales_b","events","tv_s","ooh_s","print_s","facebook_s","search_s","newsletter","intercept","depVarHat","solID","cluster","top_sol"
"16",2016-04-18,1166880,667152.198096897,-224926.491926456,0,628348.004104451,0,7611.56438975843,53102.1780151126,0.00126621286850601,8507.35204895352,105.412605014083,1585.72849227833,0,1141485.94709222,"2_463_3",6,FALSE
"17",2016-04-25,888806.666666667,667423.062029813,-257356.491939871,0,507784.759407799,0,528.661522587199,36855.4768265825,2.19924847173164e-06,15.5660904502065,105.874131319083,862.20959131224,0,956219.117662191,"2_463_3",6,FALSE
"18",2016-05-02,898873.333333333,667693.925962729,-256676.161719063,0,490874.660857783,0,36.0686873491202,24686.2404433629,83877.8481738598,0.0271187946264543,43.2131252135234,513.834552555657,0,1011049.65720258,"2_463_3",6,FALSE
"19",2016-05-09,889373.333333334,667964.789895645,-243144.187441429,0,504523.4562824,0,2.457814012445,63890.5335966338,330.720817316517,4.72414468382061e-05,52.2977261169854,107.388845996637,0,993727.457583934,"2_463_3",6,FALSE
"20",2016-05-16,1915375,668235.653828561,-248714.389586479,0,521278.156671503,0,0.167467788470344,45434.7888968483,0.575689387238471,19881.4100035613,0.0841092730411561,4386.81041220217,0,1010503.25749265,"2_463_3",6,FALSE
"21",2016-05-23,1006845,668506.517761477,-281891.772558721,0,564730.2954098,0,0.0114106681069351,85804.8288312529,0.000999902060466737,39.0027738275999,0.000135168758885134,8697.22786200149,0,1045886.11262538,"2_463_3",6,FALSE
"22",2016-05-30,869198.333333334,668777.38166295,-318502.830426439,-23220.0035279072,496596.263343166,0,0.000777482626099785,64230.8569271445,1.73670093643187e-06,0.067958484280052,32.0133513797403,3354.34464660533,0,891268.094714604,"2_463_3",6,FALSE
"23",2016-06-06,727250,669048.245564424,-329404.223380915,0,416359.870530499,0,5.29749189259312e-05,45712.3052905154,3.01642554983215e-09,0.000118384976370712,32.1751402195133,814.625821042655,0,802562.999137147,"2_463_3",6,FALSE
"24",2016-06-13,753730,669319.109465897,-312613.352703043,0,431644.291631134,0,3.60952378346472e-06,31212.8374004476,5.23914216126866e-12,2.06228808982585e-07,60.1062621794417,800.218485810557,0,820423.210546241,"2_463_3",6,FALSE
"25",2016-06-20,999196.666666667,669589.97336737,-291684.068252589,0,516682.247486425,0,29889.312982901,84788.5017726125,9.09971425865614e-15,10003.705918464,76.4410145398479,150.990328602812,0,1019497.10461833,"2_463_3",6,FALSE
"26",2016-06-27,845843.333333333,669860.837268844,-283049.474315541,0,484831.970781637,0,2200.60563600041,63315.4925285056,1.58050301061383e-17,18.4675385958641,64.2702970244581,116.961403404132,0,937359.13113847,"2_463_3",6,FALSE
"27",2016-07-04,1126016.66666667,670131.701170317,-273554.275208881,57809.6526691094,598570.217441959,0,9357.11683341776,44966.8503152388,13903.8829663647,0.0321741400669061,92.8661235977114,146.471563855722,0,1121424.51604912,"2_463_3",6,FALSE
"28",2016-07-11,1140978.33333333,670402.56507179,-237400.640578809,0,653002.79709126,0,652.796029438691,30653.7645450557,26.6178851319733,5.60479546294518e-05,121.457910456096,654.739950833871,0,1118114.09796121,"2_463_3",6,FALSE
"29",2016-07-18,1242656.66666667,670673.428894353,-172450.810915288,0,655983.320095892,0,387.88560890178,107596.965215255,11719.7161954524,18697.8497326919,59.4014492723678,590.145400467732,0,1293257.901677,"2_463_3",6,FALSE
"30",2016-07-25,1293483.33333333,670944.292716915,-109805.455389015,0,738747.077037768,0,26.4547485423453,84992.8903139732,22.0818706447735,36.40748908948,123.029826773364,2559.79239124495,0,1387646.57100594,"2_463_3",6,FALSE
"31",2016-08-01,1484843.33333333,671215.156539477,-81559.6060482519,0,754122.575868475,0,59934.631686921,97685.0411188214,0.0383590115048955,35310.052028179,200.35305818398,2921.03204747027,0,1539829.27465829,"2_463_3",6,FALSE
"32",2016-08-08,1485698.33333333,671486.02036204,-83282.374712523,0,847510.524295066,0,4801.49836826278,75272.0910523778,78.84603528781,76.7873570976082,277.600402606153,6087.45467309948,0,1522308.44783331,"2_463_3",6,FALSE
"33",2016-08-15,1556608.33333333,671756.884184602,-76604.2509568713,0,816797.947371007,0,73294.9558883671,54955.9508852773,0.137017456180257,1602.72679652796,0.447921646918516,9621.30838081487,0,1551426.10748883,"2_463_3",6,FALSE
"34",2016-08-22,1391206.66666667,672027.748007164,-30871.3293604501,0,756319.59026488,0,6111.26285490093,38300.2117956078,95236.1772804104,714.38636647995,0.000719841344521295,11243.9519616388,0,1549081.99989047,"2_463_3",6,FALSE
"35",2016-08-29,2018783.33333333,672298.611829726,43587.0334075578,0,1040279.37009121,0,54870.0649607537,91151.8857208138,453.504546113123,1.24950352432424,362.286747228292,1337.17001730857,0,1904341.17682423,"2_463_3",6,FALSE
"36",2016-09-05,2170721.66666667,672569.475631621,108249.272589352,5118.31490858847,1117078.99364314,0,66594.8354269846,89358.6011220783,3953.48033999876,5.48553670473501,532.706184803535,332.873860288968,0,2063794.03924356,"2_463_3",6,FALSE
"37",2016-09-12,2247670,672840.339433516,138711.678970262,0,1254003.29769214,0,5441.33945181698,98347.19707637,7.05267146629119,0.00955620130744823,630.168710460602,1454.21495926642,0,2171435.2985215,"2_463_3",6,FALSE
"38",2016-09-19,2192026.66666667,673111.203235411,146824.295335047,0,1141097.10012519,0,375.854614978673,83481.8106793698,135761.413714638,28918.3385627799,675.540997237465,3977.10045104718,0,2214222.6577157,"2_463_3",6,FALSE
"39",2016-09-26,1895213.33333333,673382.067037306,159920.610010839,0,1058036.44007455,0,25.6334353519653,97116.3859114558,2497.16037847429,60.1819707019448,482.356099617453,645.057461552864,0,1992165.89237985,"2_463_3",6,FALSE
"40",2016-10-03,2232910,673652.9308392,186821.24331697,0,1096924.91560376,0,336621.480587934,96542.7778650475,61272.203043828,15005.8419622826,643.456995571663,2738.1893291872,0,2470223.03954378,"2_463_3",6,FALSE
"41",2016-10-10,2406035,673923.794641095,213476.512236608,84160.7029838066,1322754.29133141,0,142987.987640234,74182.3867924438,77715.3522582825,20711.8119950436,1025.17379249707,11936.2367319999,0,2622874.25040342,"2_463_3",6,FALSE
"42",2016-10-17,2252445,674194.658524599,230450.050533044,0,1155031.64978389,0,289933.607558703,67937.0979553048,280.269516461373,39727.8930480457,900.091920470444,21127.8103147253,0,2479583.12915525,"2_463_3",6,FALSE
"43",2016-10-24,2663125,674465.522408103,252519.318264832,0,1433340.15079589,0,71355.4118323149,93783.0379658284,54955.3709459986,46907.8868955159,1125.74023209197,13433.4661811322,0,2641885.90552171,"2_463_3",6,FALSE
"44",2016-10-31,2974771.66666667,674736.386291608,300863.283687639,0,1532989.99332694,0,300998.97780259,71574.7898530054,150.688186043671,53483.9599053705,1843.67293654359,7665.57662877425,0,2944307.32861851,"2_463_3",6,FALSE
"45",2016-11-07,2826128.33333333,675007.250175112,367981.042341122,-89073.4332171419,1514910.12054135,0,82281.1280759467,92114.7722422693,76285.5654125097,59999.6154915703,1284.98498589503,22746.3436104114,0,2803537.38965904,"2_463_3",6,FALSE
"46",2016-11-14,3182900,675278.114058616,411739.717111732,0,1643965.72036289,0,208740.524518109,70015.5190202215,269.771052862418,41650.9737674944,2.10421754814773,15893.8106611746,0,3067556.25477065,"2_463_3",6,FALSE
"47",2016-11-21,2964696.66666667,675548.97794212,393025.667520059,-77693.3761969313,1548742.83868525,0,55169.9992634981,92188.3449720158,33462.0465590983,56388.030459575,0.00338170558337348,13633.7553011521,0,2790466.28788754,"2_463_3",6,FALSE
"48",2016-11-28,2848525,675819.841825624,318436.983516718,0,1601008.24861806,0,4358.88810325259,70084.0174134239,12374.4099971507,34602.2057135921,8789.34749248106,24124.9400476767,0,2749598.88272798,"2_463_3",6,FALSE
"49",2016-12-05,2740160,676090.705820237,239455.936999446,0,1412390.55766787,0,20064.9011925938,102909.779709492,23.4264006178718,5511.46836600375,8623.48691909087,81329.341958401,0,2546399.60503375,"2_463_3",6,FALSE
"50",2016-12-12,2380508.33333333,676361.56981485,206016.156990929,0,1355795.61089424,0,1439.17560419769,80335.9211602029,0.0406949957142214,14645.1363939789,6313.22889757274,32146.1753681237,0,2373053.01581909,"2_463_3",6,FALSE
"51",2016-12-19,2230915,676632.433809462,222072.443860419,286819.349129357,1222506.86911756,0,98.4136015757888,111328.673975312,7.06819784382401e-05,2047.89188312685,5221.05782728772,4489.65683324084,0,2531216.79010802,"2_463_3",6,FALSE
"52",2016-12-26,3659425,676903.297804075,247489.685593986,879172.034552984,1325918.68500768,0,306388.380952281,88780.419504174,1.22765480975606e-07,60228.5514846582,6728.22402537084,368.222652492261,0,3591977.50157782,"2_463_3",6,FALSE
"53",2017-01-02,2827008.33333333,677174.161798688,240242.160876205,218779.360665726,1286122.17651613,0,247649.657531731,118593.591749713,138691.213742778,29731.7634237115,6174.69093446233,41259.4319576898,0,3004418.20919683,"2_463_3",6,FALSE
"54",2017-01-09,2042143.33333333,677445.0257933,193382.478223746,0,1169003.41953191,0,44135.9688229968,96365.4343376497,3216.80114227018,41891.0924905118,5550.41456184241,24833.3909804837,0,2255824.02588471,"2_463_3",6,FALSE
"55",2017-01-16,2113358.33333333,677715.88976743,133173.71198303,-83044.6146215902,1149364.59102386,0,12393.541328305,74013.7536182519,827.230168212214,48417.0145888902,4812.46986702575,43566.959845134,0,2061240.54756855,"2_463_3",6,FALSE
"56",2017-01-23,2179918.33333333,677986.75374156,88417.5869584927,0,1200309.63115235,0,871.388189288213,53878.4052338301,69951.5468887389,54640.7257259601,5251.21575732261,14682.0117059542,0,2165989.2653535,"2_463_3",6,FALSE
"57",2017-01-30,2370613.33333333,678257.617715689,65866.188288107,0,1217341.1666758,0,119687.81935957,37458.9739808682,227.777858093404,29479.0429379842,5724.38734149511,23849.0365499301,0,2177892.01070754,"2_463_3",6,FALSE
"58",2017-02-06,1814556.66666667,678528.481689819,51506.4967308219,0,1037476.54299685,0,11625.6133930781,25123.058203478,0.396222765688059,61.5812664248288,3107.38790082845,3312.66833207734,0,1810742.22673614,"2_463_3",6,FALSE
"59",2017-02-13,1951668.33333333,678799.345663949,28013.6896347281,0,1078936.80663284,0,815.782932851751,85267.4216098631,0.000688189663253037,71046.3761354622,5.22915114383913,8028.30632272211,0,1950912.95877175,"2_463_3",6,FALSE
"60",2017-02-20,1918238.33333333,679070.209638079,-11377.6024219724,-4718.98245266557,1052734.89288285,0,55.6978952827984,63746.2800194592,67132.4546655213,206.375051647212,0.00840419291473524,10549.2592560538,0,1857398.59293845,"2_463_3",6,FALSE
"61",2017-02-27,1472390,679341.073612208,-60333.1618318358,0,823654.162256439,0,3.79558505422699,45317.2874633126,211.154324466758,117129.184532683,1099.73545541665,20376.6953085824,0,1626799.92670633,"2_463_3",6,FALSE
"62",2017-03-06,1477865,679611.937591047,-104114.372164349,0,804219.100873298,0,0.258620201804739,30916.3564897739,96369.9583693996,600.013109482226,1626.89292181401,7972.18935762543,0,1517202.33516829,"2_463_3",6,FALSE
"63",2017-03-13,1300166.66666667,679882.801569887,-127946.523648899,0,706550.15609103,0,6396.44270142598,20447.1309758957,468.619974192255,1.04877943414829,1306.45962435343,18077.7892863163,0,1305183.92535364,"2_463_3",6,FALSE
"64",2017-03-20,1160205,680153.665548726,-128093.972978011,0,620627.494149655,0,442.896918503467,13229.171828403,124118.01115371,0.00182700388308021,961.225734907858,18517.3722886193,0,1329955.86647152,"2_463_3",6,FALSE
"65",2017-03-27,1356871.66666667,680424.529527565,-119074.532493763,0,767873.254855546,0,30.2108037679764,48953.0903198881,1252.68042145326,10485.2876756929,1728.42653383354,24088.4822030718,0,1415761.42984705,"2_463_3",6,FALSE
"66",2017-04-03,1355833.33333333,680695.393506404,-126075.981028326,0,775856.878252771,0,2.05861253429408,33664.7266138311,2.19407757886854,19.412391210652,1608.33970285293,2158.21559162226,0,1367931.23772048,"2_463_3",6,FALSE
"67",2017-04-10,1176266.66666667,680966.257485243,-163022.233365136,0,636540.7117822,0,0.140267303964626,118187.315255113,0.00381088556441222,0.0338204420661206,918.906319181447,230.886635144263,0,1273822.02201038,"2_463_3",6,FALSE
"68",2017-04-17,1955281.66666667,681237.121464083,-216154.414021832,0,524491.948438654,0,2968.2866830104,95933.679209429,6.61901691587236e-06,5.89158440943834e-05,786.298680597194,1544.52784584512,0,1090807.44836532,"2_463_3",6,FALSE
"69",2017-04-24,1029928.33333333,681385.952032017,-254073.112939152,0,567622.485022743,0,203.757067444504,111254.326154236,1.14963787498609e-08,1.02632485355828e-07,625.145493175288,5599.15844472896,0,1112617.71127531,"2_463_3",6,FALSE
"70",2017-05-01,2263143.33333333,681534.782599952,-258685.969594831,0,484866.789574866,0,99760.789871317,88704.2534507518,1.99677272371812e-11,1.78787679422012e-10,339.684866088395,1614.80696678582,0,1098135.13773493,"2_463_3",6,FALSE
"71",2017-05-08,813771.666666667,681683.613167887,-244947.541899601,0,446783.091276344,0,9048.90612602774,110601.68102585,3.46813670368385e-14,3.1145142984959e-13,340.155105409806,1539.82191970601,0,1005049.72672162,"2_463_3",6,FALSE
"72",2017-05-15,880871.666666667,681832.443735821,-245449.10483472,0,504357.252289105,0,630.797314102802,88036.8889351173,6.02370617976104e-17,5.42554126039017e-16,0.549356521895721,6637.07685694091,0,1036045.90365289,"2_463_3",6,FALSE
"73",2017-05-22,919185,681981.274303756,-274724.695692711,0,518848.388076025,0,43.0480283207821,78684.3312295043,1.04624007760563e-19,22958.2101188996,0.000882855564503028,9895.24131148282,0,1037685.79825813,"2_463_3",6,FALSE
"74",2017-05-29,826321.666666667,682130.104871691,-313242.906131867,-23220.0035279072,459858.6630213,0,2.93345549825241,57910.1680647605,30964.0501573954,45.9355231131551,130.674560683444,2215.00033769609,0,896794.620332363,"2_463_3",6,FALSE
"75",2017-06-05,833798.333333333,682149.227119769,-329894.414013212,0,447623.030342563,0,4861.28886350406,66383.7718554864,67.7798251957332,14505.9947575707,310.051115856335,319.147644257962,0,886325.87751099,"2_463_3",6,FALSE
"76",2017-06-12,746271.666666667,682168.349367847,-316719.735237823,0,426586.647513186,0,335.296486509833,47477.9436946132,0.117778064063308,27.5188490336122,208.70070822102,275.882063018881,0,840360.721222672,"2_463_3",6,FALSE
"77",2017-06-19,1036406.66666667,682187.471615926,-294637.65264654,0,540158.347137915,0,98922.0236649618,32544.3366612707,0.000204565468526701,1.83292784446197,506.909846425083,297.799351786149,0,1059981.06876415,"2_463_3",6,FALSE
"78",2017-06-26,927931.666666667,682206.593864004,-283906.223070463,0,508229.513746926,0,8947.90507404054,90741.1835909311,10604.2670955135,0.00319302703274022,352.269412931567,44.9555042483029,0,1017220.46841116,"2_463_3",6,FALSE
"79",2017-07-03,1126943.33333333,682225.716112082,-276583.321965083,57809.6526691094,597774.35931101,0,3916.75709401251,68741.1661730594,60917.9331177383,53082.6318977186,848.382475048193,971.655977543629,0,1249704.93286224,"2_463_3",6,FALSE
"80",2017-07-10,1184220,682244.83836016,-246416.044441987,0,677605.619169949,0,269.506823213575,49431.4001691285,178.228313609892,131.928392968292,880.875675045354,779.425653648402,0,1165105.77811574,"2_463_3",6,FALSE
"81",2017-07-17,1315508.33333333,682263.960608238,-185055.683945263,0,651915.867570609,0,6889.36393479107,83038.8097192431,135035.385911315,0.229992648474135,968.724507721292,173.996163673102,0,1375230.65446298,"2_463_3",6,FALSE
"82",2017-07-24,1279360,682283.059702139,-119060.523275179,0,731425.868317637,0,477.624068315017,61750.0175465074,2362.63482863339,0.00040065194803749,987.654117673228,2530.42390065921,0,1362756.75960704,"2_463_3",6,FALSE
"83",2017-07-31,1455811.66666667,682302.158796039,-83674.3504005216,0,759743.666960596,0,9803.61979309753,98685.2223554229,687.960236362348,6.97943072886157e-07,1493.46452282803,2192.00949285845,0,1471233.75175738,"2_463_3",6,FALSE
"84",2017-08-07,1553355,682321.257889939,-82299.8525039188,0,843366.744858518,0,684.726927579401,95125.0042404382,56590.9253672164,1.21582968528703e-09,2394.64355054935,1702.84593611635,0,1599886.29626644,"2_463_3",6,FALSE
"85",2017-08-14,1374855,682340.356983839,-80230.1168838711,0,720188.660246713,0,90255.3659698324,72838.3570775786,157.892301216724,2.11799770073868e-12,3.98663249412832,6790.16389278871,0,1492344.66622059,"2_463_3",6,FALSE
"86",2017-08-21,1970110,682359.45607774,-42019.251977145,0,1076470.33251149,0,7936.22880816039,52877.5903872843,74497.0227258326,2786.57497567286,0.00640712508110495,9969.82024539456,0,1864877.78016156,"2_463_3",6,FALSE
"87",2017-08-28,2336431.66666667,682378.55517164,29835.8375885562,0,1202369.94319307,0,320238.041263041,36681.2545971306,257.19875503533,1409.42113592915,3841.81343391206,31529.6800358785,0,2308541.7451742,"2_463_3",6,FALSE
"88",2017-09-04,2002065,682371.703257653,98977.1844357121,5118.31490858847,1145631.09017551,0,108411.212879817,24560.3472289979,0.447488778793215,2.47489086688307,4266.59435947698,19334.1198329933,0,2088673.4894584,"2_463_3",6,FALSE
"89",2017-09-11,2027418.33333333,682364.851343667,135671.498177993,0,1010294.55740198,0,203005.543483613,89149.7921762798,10389.925508199,584.008389552666,2984.20988420662,2079.86034447046,0,2136524.24670996,"2_463_3",6,FALSE
"90",2017-09-18,1886570,682357.99942968,145708.768876636,0,1078836.12371843,0,28018.9787400502,67275.3463597992,19.3897514221176,1.02071198850911,4073.19266088102,4766.08408895384,0,2011056.90433784,"2_463_3",6,FALSE
"91",2017-09-25,2529721.66666667,682351.147515694,156431.818327597,0,1271086.11803911,0,278839.681533129,91677.8561898848,0.0336818538599624,9830.63787162842,6381.92329339068,13877.7599189073,0,2510476.9763712,"2_463_3",6,FALSE
"92",2017-10-02,2357930,682344.295601707,181495.300345157,0,1337705.96140316,0,334065.774687295,84431.0816169975,5.85010494567722e-05,18.1293088499818,6084.55817591001,26776.2785875374,0,2652921.37978511,"2_463_3",6,FALSE
"93",2017-10-09,3003391.66666667,682337.44368772,209450.432591219,84160.7029838066,1397514.18538049,0,278647.318244053,111333.952108996,119021.661696227,38103.1145329351,7432.65532966951,12477.7567552802,0,2940479.2233104,"2_463_3",6,FALSE
"94",2017-10-16,2283685,682330.591773734,227758.372307931,0,1306487.91165326,0,62248.4484028193,88785.8278204211,1003.09778330895,27781.3356506486,6681.57165976366,54718.4825140251,0,2457795.63956591,"2_463_3",6,FALSE
"95",2017-10-23,2584721.66666667,682323.518209545,247060.761086815,0,1330326.0924501,0,172972.180084392,80296.2336201302,1.75398739182467,33316.2052361523,7302.1464623157,55728.1921178785,0,2609327.08325472,"2_463_3",6,FALSE
"96",2017-10-30,2565400,682316.444645357,290083.001414768,0,1424981.0676037,0,34952.1438032304,59322.3278197653,0.00304648553629721,39755.0856365249,8607.09682347795,7647.11552072445,0,2547664.28631403,"2_463_3",6,FALSE
"97",2017-11-06,3407085,682309.371081168,356234.478592994,410167.325323526,1592317.27200272,0,58860.8782727284,108507.382068329,131535.366635156,21162.9368239853,12221.430763427,17808.4932530169,0,3391124.93481705,"2_463_3",6,FALSE
"98",2017-11-13,2803291.66666667,682302.297516979,407809.710840046,0,1604653.75911702,0,4700.67586796569,85910.3021512964,1863.20908101787,65700.1992522839,23.8659951071184,14292.0363406406,0,2867256.05616236,"2_463_3",6,FALSE
"99",2017-11-20,3303155,682295.223952791,401407.119670009,-77693.3761969313,1657238.02686565,0,190524.011360201,90123.4981428062,552.183413164934,19478.1078475093,0.0383673358333353,13062.1480110062,0,2976986.98143354,"2_463_3",6,FALSE
"100",2017-11-27,3103743.33333333,682288.150388602,333876.22704434,0,1712594.41942299,0,24736.3711592366,68170.8756278059,57841.1184987354,10585.0213608915,24628.2815850769,49524.301561971,0,2964244.76664965,"2_463_3",6,FALSE
"101",2017-12-04,2793875,682281.076824413,251215.95849366,0,1445925.51509726,0,88600.1874457721,81881.8865734026,163.571602674555,4889.86294444266,22734.0641429976,18728.0045267396,0,2596420.12765136,"2_463_3",6,FALSE
"102",2017-12-11,2260396.66666667,682083.943706269,207731.786568791,0,1293985.22054567,0,7749.40168905819,60722.0612318205,0.284413094756668,14600.9842409408,17557.4370988347,45349.7648788467,0,2329780.88437332,"2_463_3",6,FALSE
"103",2017-12-18,2399176.66666667,681886.810588125,217046.478297042,0,1246486.89790455,0,222744.628377279,81194.4224804083,0.00049398980290366,2047.07531980619,18645.2818826255,71902.1920346642,0,2541953.78737849,"2_463_3",6,FALSE
"104",2017-12-25,3827520,681689.677469981,244471.481594618,286819.349129357,1172177.93295596,0,310884.014199252,60113.9080768264,102140.53228887,60228.4360743884,14060.5701558231,121808.468341112,0,3054394.37028619,"2_463_3",6,FALSE
"105",2018-01-01,3109461.66666667,681492.544351836,244803.156796459,220053.556512082,1182026.162763,0,94312.1696390423,42383.8279295,28405.2658373251,29731.7582752749,15214.0630407984,190638.801023348,0,2729061.30616867,"2_463_3",6,FALSE
"106",2018-01-08,2228128.33333333,681295.411233692,203721.870972982,0,1261597.05351789,0,8402.66796192625,34925.4891088391,60.8693402222822,41891.0922452059,15893.4688952154,206351.553658497,0,2454139.47693447,"2_463_3",6,FALSE
"107",2018-01-15,2202593.33333333,681098.278115548,143408.810550976,-83044.6146215902,1090941.57184514,0,125144.19918115,23296.8699906738,105254.252231118,95.5203617156398,13769.2377519369,52195.0097815889,0,2152159.13518826,"2_463_3",6,FALSE
"108",2018-01-22,1918293.33333333,680900.000547479,94626.7151085009,0,1018329.98018618,0,12396.1003080222,66551.3239182384,126937.559660734,0.166487830924055,11212.5207075261,11655.2735843448,0,2022609.64050885,"2_463_3",6,FALSE
"109",2018-01-29,1862458.33333333,680701.722979409,68734.3726244926,0,981312.800391586,0,64724.4915784317,47616.0877749523,1438.32602752127,0.000290025139324818,10254.1555055392,6825.64533918547,0,1861607.60251114,"2_463_3",6,FALSE
"110",2018-02-05,1975951.66666667,680503.44541134,54331.7911657509,0,1109324.17945856,0,5259.09695854153,32648.9499425146,12691.5257674782,331.281074081152,14639.4677831464,78805.1419089074,0,1988534.87947032,"2_463_3",6,FALSE
"111",2018-02-12,1827318.33333333,680305.167843271,33364.4742104438,0,986095.667628978,0,9357.86414695214,66296.5586907504,24.0822662131912,0.5781769164367,29.8588940261178,31112.7056115744,0,1806586.95746912,"2_463_3",6,FALSE
"112",2018-02-19,1656268.33333333,680106.890275202,-3311.4339578428,-4718.98245266557,924454.225612083,0,652.84941145501,47406.0798257904,23447.2238159129,0.00100719811636626,0.0480057802348693,18398.3807654936,0,1686435.28230841,"2_463_3",6,FALSE
"113",2018-02-26,1703790,679908.612707132,-51488.1873838139,0,877162.071391959,0,11967.613261947,69027.8027333414,67086.9614027236,1.75455767577697e-06,4514.41322303893,14400.6509798846,0,1672579.93831797,"2_463_3",6,FALSE
"114",2018-03-05,1488115,679710.335139063,-97412.1385121539,0,850960.500684268,0,840.519845580067,49670.3718708727,210.8953387424,3.05647178064122e-09,5889.22519369469,11691.3024203404,0,1501561.01198041,"2_463_3",6,FALSE
"115",2018-03-12,1727330,679512.057552055,-125546.350892636,0,827398.125894875,0,176224.195466393,79200.3716693427,125832.365725431,5.32443012545999e-12,5519.85191475848,3812.11456953781,0,1771952.73189976,"2_463_3",6,FALSE
"116",2018-03-19,1208246.66666667,679313.779965048,-129393.017937369,0,692301.208166372,0,21423.7810831861,58361.0906599077,1360.37796201335,9.27525532558912e-15,3615.10964540752,3976.16250675052,0,1330958.49205132,"2_463_3",6,FALSE
"117",2018-03-26,1388960,679115.50237804,-120231.988370426,0,718914.258110302,0,47491.3058809348,78463.7326599944,3900.86986894416,1.61576655769216e-17,3985.9516037117,12803.2399752186,0,1424442.87210672,"2_463_3",6,FALSE
"118",2018-04-02,2408331.66666667,678917.224791033,-122706.304126474,0,614730.940092382,0,3670.6892165208,57717.7414511326,6.9563115859219,2.81469509712991e-20,2872.09116464412,5092.43748582805,0,1240301.77638665,"2_463_3",6,FALSE
"119",2018-04-09,1131721.66666667,678718.947204025,-154468.145663201,0,646861.310833342,0,252.418774246196,50218.398888052,0.0120827767426107,4.90325069057196e-23,3363.04305420072,41559.6430409438,0,1266505.62821439,"2_463_3",6,FALSE
